id,title,childIds,scope,0,authorId,ownerIds,customStatusId,createdDate,endDate,completedDate,startDate
IEAEINT7I4U6ALXS,11 - BLD505 - Building Store Room MSF BLD505,[],WsFolder,,,,,,,,
IEAEINT7I4U6AL6O,12 - BLD503 - Building Com Room MSF BLD503,[],WsFolder,,,,,,,,
IEAEINT7I4U6AWJK,23 - BLD065 - Building Rail Administration BLD065,[],WsFolder,,,,,,,,
IEAEINT7I4VQ7PTV,Test,[],RbFolder,,,,,,,,
IEAEINT7I4VT6M76,02 - Load Estimation,[],RbFolder,,,,,,,,
IEAEINT7I4U5RU7T,01 - BLD220 - Building Lube Facility Amen BLD220,[],WsFolder,,,,,,,,
IEAEINT7I4UOEEFF,Project Preparation,[],RbFolder,,,,,,,,
IEAEINT7I4U5R2QM,02 - SR806 - Switchroom East Yard Svce 415V SR806,[],WsFolder,,,,,,,,
IEAEINT7I4U5R22S,03 - BLD232 - Building FI Major Projects Admin BLD232,[],WsFolder,,,,,,,,
IEAEINT7I4U5R3LR,04 - SR808 - Switchroom Wharf 6.6kV SR808,[],WsFolder,,,,,,,,
IEAEINT7I4X5A5FV,Y21W49,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMAAAAAA,2021-11-29T19:27:37Z,,,
IEAEINT7I4XV5YL3,Week 46,[],WsFolder,,KUAJVUPW,[],IEAEINT7JMCA5FJ2,2021-11-17T14:57:14Z,,,
IEAEINT7I4UAB46T,Commercial Proposals,"['IEAEINT7I4UAYJWF', 'IEAEINT7I4UAYROG', 'IEAEINT7I4UQOJUL', 'IEAEINT7I4UWF4GO', 'IEAEINT7I4UVOQFI']",WsFolder,,,,,,,,
IEAEINT7I4X5CMPY,Meeting Minutes,[],WsFolder,,,,,,,,
IEAEINT7I4UOEEYU,Project Development,[],RbFolder,,,,,,,,
IEAEINT7I4UWF4GO,Inspection Training,[],WsFolder,,KUALR2UV,"['KUADNVMK', 'KUALR2UV']",IEAEINT7JMCA5FJ3,2021-05-21T20:41:50Z,2021-06-30,2021-12-06T22:57:39Z,2021-05-24
IEAEINT7I4VDABTO,Mechanical Certification,[],RbFolder,,,,,,,,
IEAEINT7I4VT6XJC,06 - Connection Design,[],RbFolder,,,,,,,,
IEAEINT7I4VDABRY,Structural Certification,[],RbFolder,,,,,,,,
IEAEINT7I4VQ7QKW,Railroad Equipment,[],RbFolder,,,,,,,,
IEAEINT7I4VQ7QEZ,Tags,"['IEAEINT7I4VQ7QJ7', 'IEAEINT7I4VQ7QLK', 'IEAEINT7I4VQ7QKW', 'IEAEINT7I4VQ7QGC', 'IEAEINT7I4VQ7QLR']",RbFolder,,,,,,,,
IEAEINT7I4VQ7QLR,Inspections,[],RbFolder,,,,,,,,
IEAEINT7I4VQ7QGC,Structural Analysis,[],RbFolder,,,,,,,,
IEAEINT7I4U6ALJM,09 - SR809 - Switchroom Wharf Svce 415V SR809,[],WsFolder,,,,,,,,
IEAEINT7I4U6AVQS,18 - STH YARD PREP - Building South Yard Prep,[],WsFolder,,,,,,,,
IEAEINT7I4U6AVKI,17 - WKSP001 - Building Operations Workshop WKSP001,[],WsFolder,,,,,,,,
IEAEINT7I4U6AV3J,20 - SR814 - Switchroom CD4 6.6kV SR814,[],WsFolder,,,,,,,,
IEAEINT7I4U6ALCL,08 - SR824 - Switchroom Reclaim 6.6kV SR824,[],WsFolder,,,,,,,,
IEAEINT7I4U6ALQF,10 - SR816 - Switchroom G&H Berth 6.6kV SR816,[],WsFolder,,,,,,,,
IEAEINT7I4U6AXIJ,29 - BLD039 - Building OCRS Small Shed BLD039,[],WsFolder,,,,,,,,
IEAEINT7I4U5Z663,05 - SR807 - Switchroom East Yard 6.6kV SR807,[],WsFolder,,,,,,,,
IEAEINT7I4U6AMLX,15 - SR819 - Switchroom TS897 Sub 6.6kV SR819,[],WsFolder,,,,,,,,
IEAEINT7I4U6AMSK,16 - SR812 - Switchroom Overland 6.6kV SR812,[],WsFolder,,,,,,,,
IEAEINT7I4VT6XDH,05 - Results Analysis,[],RbFolder,,,,,,,,
IEAEINT7I4U6AVYP,19 - FUELLING FACILITY NP MAINDEPOT - Fuelling Facility NP Main Depot,[],WsFolder,,,,,,,,
IEAEINT7I4U6AWTJ,25 - SR821 - Switchroom VVVF Drive Sttn 415V SR821,[],WsFolder,,,,,,,,
IEAEINT7I4U6AW6H,27 - BG003 - Building Sewage WWTP3 BG003,[],WsFolder,,,,,,,,
IEAEINT7I4U6AWDK,22 - SR820 - Switchroom CD5 415V SR820,[],WsFolder,,,,,,,,
IEAEINT7I4U6AWYL,26 - SR822 - Switchroom TS910 6.6kV SR822,[],WsFolder,,,,,,,,
IEAEINT7I4VT6WZ4,04 - Global Simulation,[],RbFolder,,,,,,,,
IEAEINT7I4UKG6GG,J227 - AngloAmerican Borehole Pump,[],RbFolder,,KUALR2UV,"['KUADNVMK', 'KUALR2UV']",IEAEINT7JMAAAAAA,2021-04-28T13:49:39Z,2021-05-14,,2021-05-03
IEAEINT7I4UOEFFP,Scope of Work Definition,[],RbFolder,,,,,,,,
IEAEINT7I4UOEGIF,Review and Approval,[],RbFolder,,,,,,,,
IEAEINT7I4UC6O5J,J228 - Rail Clips Guarding,[],WsFolder,,KUADNVMK,"['KUADNVMK', 'KUAMFM6W']",IEAEINT7JMCLXA5J,2021-04-14T06:14:26Z,,2021-06-18T00:50:54Z,
IEAEINT7I4VCS3XQ,Team Minutes,"['IEAEINT7I4VCVSSK', 'IEAEINT7I4XMRKFI', 'IEAEINT7I4VE5GVM', 'IEAEINT7I4V6364P', 'IEAEINT7I4V3SFU5', 'IEAEINT7I4WB3TLY', 'IEAEINT7I4XV5YL3', 'IEAEINT7I4WNGNLV', 'IEAEINT7I4VQBDNH', 'IEAEINT7I4VXL3RZ', 'IEAEINT7I4VMBCOM', 'IEAEINT7I4WX7JPS', 'IEAEINT7I4WX7JNO', 'IEAEINT7I4XJ4TPP', 'IEAEINT7I4XAWNBZ', 'IEAEINT7I4XAWDE6', 'IEAEINT7I4XAD5PX', 'IEAEINT7I4VIQBGQ', 'IEAEINT7I4X22YPV', 'IEAEINT7I4WSAKI2', 'IEAEINT7I4W35OYA']",WsFolder,,KUAJVUPW,"['KUAJVUPW', 'KUADNVMK', 'KUALR2UV']",IEAEINT7JMCA5FJ2,2021-06-16T17:19:13Z,,,
IEAEINT7I4XW2MHC,J251 - Pressure Vessels,['IEAEINT7I4ZGHR7F'],WsFolder,,KUAJVUPW,['KUAJV4AW'],IEAEINT7JMCLXA5J,2021-11-18T18:21:42Z,2022-03-25,2022-05-05T06:54:16Z,2021-11-19
IEAEINT7I43NJJKK,01. Field Inspection,[],RbFolder,,,,,,,,
IEAEINT7I42FS7BU,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42FS7DZ,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4ZZZ2F7,Y22W13,[],WsFolder,,,,,,,,
IEAEINT7I4YB7KUZ,Y21W50,[],WsFolder,,,,,,,,
IEAEINT7I4YB7XEX,P103 - Process Evolution Cert,[],RbFolder,,KUAJVUPW,"['KUAJVUPW', 'KUAJV4AW']",IEAEINT7JMCLXBAC,2021-12-07T15:01:28Z,,,
IEAEINT7I4YCDR5X,J263 - Selma Jetty Structural Inspection,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXBAM,2021-12-07T17:33:34Z,2021-12-17,,2021-12-09
IEAEINT7I4YEJUSX,P104 - Hitachi ZX135US-5B 4WD,[],RbFolder,,KUADNVMK,"['KUAJVUPW', 'KUAJV4AW']",IEAEINT7JMCLXA7E,2021-12-11T08:06:12Z,,,
IEAEINT7I4YGE2M7,07 - Update Design,[],RbFolder,,,,,,,,
IEAEINT7I4YG6OVF,Expenses,[],WsFolder,,,,,,,,
IEAEINT7I425UBHN,J310 - (ADM) Adaptor Brackets Certification,[],WsFolder,,,,,,,,
IEAEINT7I426SCDS,J311 - (ADM) CAPEX-OPEX Monthly Report,[],WsFolder,,,,,,,,
IEAEINT7I4YTDT3P,J231* - Pipe Clamp Reinforcement,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2022-01-12T14:03:49Z,,2022-01-12T14:03:58Z,
IEAEINT7I4YXJBVE,Birthdays,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMAAAAAA,2022-01-19T22:46:55Z,,,
IEAEINT7I4ZJMKZA,Y22W09,[],WsFolder,,,,,,,,
IEAEINT7I4YPTMXR,30 - BLD600 - MOCRS,[],WsFolder,,,,,,,,
IEAEINT7I4YQGEIQ,Development,[],RbFolder,,,,,,,,
IEAEINT7I4YQ4JSY,Y22W02,[],WsFolder,,,,,,,,
IEAEINT7I4YQGKMM,Development,[],RbFolder,,,,,,,,
IEAEINT7I4YQGEG6,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4YQGGO2,Development,[],RbFolder,,,,,,,,
IEAEINT7I4YQGGNJ,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4YQGJ4I,Development,[],RbFolder,,,,,,,,
IEAEINT7I43RY7J6,J320 - (ADM) Stress Measurement of Car Dumper Cell,[],WsFolder,,,,,,,,
IEAEINT7I43RY7KY,J318 - (ADM) Creation of blueprint for coal handling and processing infrastructure,[],WsFolder,,,,,,,,
IEAEINT7I4YQHNZ3,Development,[],RbFolder,,,,,,,,
IEAEINT7I4YQHNW2,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I43RY7KN,J319 - (ADM) SHMS for the coal handling and processing infrastructure,[],WsFolder,,,,,,,,
IEAEINT7I46LVDTU,J355 - (ADM) Kestrel Bore Hole Pump Application,[],WsFolder,,,,,,,,
IEAEINT7I43RY7OH,J322 - (ADM) SHMS for coal handling tunnel,[],WsFolder,,,,,,,,
IEAEINT7I45Z32WD,Y22W45,[],WsFolder,,,,,,,,
IEAEINT7I4YU4TP2,Y22W03,[],WsFolder,,,,,,,,
IEAEINT7I4YSU3QZ,Administrative,[],RbFolder,,,,,,,,
IEAEINT7I4ZFLYRL,Y22W07,[],WsFolder,,,,,,,,
IEAEINT7I4VT67YQ,08 - Reporting,[],RbFolder,,,,,,,,
IEAEINT7I4YUXWUL,Development,[],RbFolder,,,,,,,,
IEAEINT7I4YSFACU,Financial estimates,[],WsFolder,,,,,,,,
IEAEINT7I4U5Z345,03 - Integration,[],RbFolder,,,,,,,,
IEAEINT7I4Y4UJQ7,J241 - (ADM) Visy Recycling-MRF Upgrade,[],WsFolder,,,,,,,,
IEAEINT7I4YEJU4B,J264 - Cable Drum Stands Design,['IEAEINT7I4YQHNW2'],WsFolder,,KUADNVMK,"['KUAJVUPW', 'KUAJV4AW', 'KUADNVMK']",IEAEINT7JMCLXA5J,2021-12-11T08:15:34Z,2022-02-21,2022-02-23T14:03:57Z,2022-01-24
IEAEINT7I4ZZD47J,AIMS Framework Development,[],WsFolder,,KUALNZH6,['KUALNZH6'],IEAEINT7JMAAAAAA,2022-03-22T02:48:31Z,2022-04-30,,2022-03-21
IEAEINT7I4Y7CDOR,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I46KKL37,J350 - (ADM) FEA of a Hitachi ZX65 Hi rail machine,[],WsFolder,,,,,,,,
IEAEINT7I46ADX4W,J345 - (ADM) Spark Tender - Temporary Utility Brackets,[],WsFolder,,,,,,,,
IEAEINT7I4YXJBQS,Company Holidays,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMAAAAAA,2022-01-19T22:46:40Z,,,
IEAEINT7I4YXTEOA,Calendars,"['IEAEINT7I4YXJBVE', 'IEAEINT7I4YXJBQS', 'IEAEINT7I4YXJDEK']",WsFolder,,,,,,,,
IEAEINT7I4Y4UORQ,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4YQGJMB,Development,[],RbFolder,,,,,,,,
IEAEINT7I4YYUBOB,Nicolas Yaya,[],WsFolder,,,,,,,,
IEAEINT7I4YYUBNC,Leonardo Blanco,[],WsFolder,,,,,,,,
IEAEINT7I4YYUBL7,Alejandro Duarte,[],WsFolder,,,,,,,,
IEAEINT7I4Y4UWLB,J272 - (ADM) 2021 Structural Statutory Inspection,[],WsFolder,,,,,,,,
IEAEINT7I4YXGYXO,Y22W04,[],WsFolder,,,,,,,,
IEAEINT7I4YZODKH,Y22W05,[],WsFolder,,,,,,,,
IEAEINT7I42KMAPV,J301 - (ADM) Mooka Staging Facility Inspection,[],WsFolder,,,,,,,,
IEAEINT7I4Y3EFKB,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4Y5R6FQ,Y22W06,[],WsFolder,,,,,,,,
IEAEINT7I4Y5S7YM,Workload,[],WsFolder,,,,,,,,
IEAEINT7I4ZGHR7F,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4YQGKKP,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4Y4UOY3,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4Y4UNI3,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4Y5VPXW,J273 - Rail Clip Guarding Machine,['IEAEINT7I4Y5VP4B'],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2022-01-31T16:46:58Z,,2022-02-09T23:41:47Z,
IEAEINT7I4Y4UOC2,Administrative,['IEAEINT7I4YG6OVF'],WsFolder,,,,,,,,
IEAEINT7I4UOOSN4,J208 - Rigging Points certification - W Hotel,[],WsFolder,,KUALR2UV,"['KUAJV4AW', 'KUALR2UV']",IEAEINT7JMCLXA5J,2021-05-06T12:55:24Z,2021-05-06,2021-06-16T19:43:23Z,2021-05-06
IEAEINT7I4ZDIHXQ,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4ZDITXZ,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4ZDIMJM,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4ZDIPJS,Adminisrative,[],WsFolder,,,,,,,,
IEAEINT7I4ZDIM2Y,01. Inspection Report,[],RbFolder,,,,,,,,
IEAEINT7I4ZDINZS,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4ZDISJT,01. Field Inspection,[],RbFolder,,,,,,,,
IEAEINT7I4ZDISOC,02. Report,[],RbFolder,,,,,,,,
IEAEINT7I4YTEA7W,J217 - Timber Shed,['IEAEINT7I42K2TQC'],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXBBD,2022-01-12T14:10:11Z,,2022-01-12T14:10:37Z,
IEAEINT7I4XJI2K7,J250 - Monorail Investigation,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2021-10-28T15:07:13Z,2021-10-12,2021-11-29T20:14:51Z,2021-10-27
IEAEINT7I4VQ7ORW,J240 - Shore Trench,[],WsFolder,,KUALR2UV,"['KUADNVMK', 'KUALR2UV']",IEAEINT7JMCLXA5J,2021-07-14T06:14:31Z,2021-07-23,2021-07-28T07:06:14Z,2021-07-19
IEAEINT7I4UAYLBM,J229 - Sojitz - TLO Carrier Frame,[],WsFolder,,KUADNVMK,['KUADNVMK'],IEAEINT7JMCLXA5J,2021-04-09T07:48:49Z,2021-04-12,2021-06-18T00:49:19Z,2021-04-12
IEAEINT7I4UPZ3PJ,J230 - Hitachi ZX75,[],WsFolder,,KUALR2UV,['KUALR2UV'],IEAEINT7JMCLXA5J,2021-05-10T08:45:50Z,2021-05-14,2021-06-16T19:41:41Z,2021-05-10
IEAEINT7I4VDAA6R,J235 - UoM - Theatre Lift,[],WsFolder,,KUALR2UV,['KUALR2UV'],IEAEINT7JMCLXA5J,2021-06-17T10:33:22Z,2021-06-28,2021-06-30T16:09:58Z,2021-06-22
IEAEINT7I4UAYJWF,J227 - AngloAmerican Borehole Pump,[],WsFolder,,KUADNVMK,"['KUAJVUPW', 'KUAJV4AW']",IEAEINT7JMCLXA5J,2021-04-09T07:43:04Z,2021-04-13,2021-11-29T20:13:08Z,2021-04-09
IEAEINT7I4WNTJSA,J245 - Skid Frame,[],WsFolder,,KUAJVUPW,"['KUAJVUPW', 'KUAJV4AW']",IEAEINT7JMCLXA5J,2021-09-07T15:41:21Z,2021-09-09,2021-09-15T22:14:11Z,2021-09-07
IEAEINT7I4WPV7VD,J247 - Nepean Skid,[],WsFolder,,KUAJVUPW,"['KUAJVUPW', 'KUAJV4AW', 'KUADNVMK']",IEAEINT7JMCLXA5J,2021-09-10T15:05:02Z,,2021-09-15T22:14:19Z,
IEAEINT7I4YFFXK6,J259 - Filling System Frame,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2021-12-12T01:55:22Z,2022-01-21,2022-02-01T16:23:55Z,2022-01-17
IEAEINT7I4YNBRID,J265 - BHP 5Y Sfty Insp SIM CVI Fuel Fac FUELNP004,['IEAEINT7I4ZDITXZ'],WsFolder,,KUADNVMK,"['KUAJVUPW', 'KUAJV4AW']",IEAEINT7JMCLXBBD,2021-12-30T09:25:40Z,2022-04-29,2022-04-29T20:28:42Z,2022-04-12
IEAEINT7I4Z2JT2M,J292 - Transformer Tow Hitch,['IEAEINT7I4Z3DAS2'],WsFolder,,KUAJVUPW,['KUAJV4AW'],IEAEINT7JMCLXA5J,2022-03-23T15:40:58Z,,2022-06-16T05:03:25Z,
IEAEINT7I42MJRK7,J300 - BHP 5Y Sfty Insp CVI,['IEAEINT7I42MJR2I'],WsFolder,,KUAJVUPW,"['KUADNVMK', 'KUANU3JP']",IEAEINT7JMCLXA5J,2022-04-22T16:21:30Z,2022-07-29,2022-08-10T01:23:28Z,2022-04-22
IEAEINT7I42KL3OH,J301 - Mooka Staging Facility Inspection,['IEAEINT7I42KMAPV'],WsFolder,,KUAJV4AW,"['KUAJVURM', 'KUANU3JP']",IEAEINT7JMCLXA5J,2022-04-19T22:22:39Z,2022-08-03,2022-08-03T15:55:51Z,
IEAEINT7I42KMKT3,Y22W16,[],WsFolder,,,,,,,,
IEAEINT7I4ZLZKSO,J277 - (ADM) Rail Cleaning Device,[],WsFolder,,,,,,,,
IEAEINT7I4ZLZQDP,J283 - (ADM) Next generation Continuous Miner,[],WsFolder,,,,,,,,
IEAEINT7I4ZLZPTL,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4ZLZPNJ,J278 - (ADM) Berth Girder SHM,[],WsFolder,,,,,,,,
IEAEINT7I4ZLZPV3,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4WNTOGQ,J246 - Komatsu PW148-8,[],WsFolder,,KUAJVUPW,"['KUAJVUPW', 'KUAJVURM']",IEAEINT7JMCLXA5J,2021-09-07T15:47:45Z,2021-09-13,2021-11-29T20:14:35Z,2021-09-07
IEAEINT7I44ML5VD,J332 - (ADM) Meteorological Tower Inspection,[],WsFolder,,,,,,,,
IEAEINT7I4ZNMODL,J286 - (ADM) Conveyors and Transfer Structures Proposal,[],WsFolder,,,,,,,,
IEAEINT7I4ZNMOIW,J287 - (ADM) Nelson Point Structural Health Monitoring Trial,[],WsFolder,,,,,,,,
IEAEINT7I4YFULIK,J260 - Noti Automation,['IEAEINT7I4Y3EFKB'],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2021-12-13T16:11:47Z,2022-01-28,2022-01-31T19:46:34Z,2021-12-16
IEAEINT7I42FS7AQ,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I44U6EU4,J336 - (ADM) SHM for bhp's mining and port operations,[],WsFolder,,,,,,,,
IEAEINT7I4ZSYUEU,858542228: Work request,[],RbFolder,,KUAKQGKM,['KUAJVUPW'],IEAEINT7JMCLXA5I,2022-03-09T20:31:58Z,,,
IEAEINT7I4ZSZKBY,Y22W11,[],WsFolder,,,,,,,,
IEAEINT7I4ZNETCZ,Y22W10,[],WsFolder,,,,,,,,
IEAEINT7I425AFBV,J309 - (ADM) Premron Bolts,[],WsFolder,,,,,,,,
IEAEINT7I5CFJNWR,Q389 - Load and Unload Shuttles and Frames FEA,[],RbFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5I,2023-06-21T16:34:48Z,,,
IEAEINT7I4ZVH3LQ,Y22W12,[],WsFolder,,,,,,,,
IEAEINT7I4Z3DAS2,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42QAWCL,J306 - (ADM) Incinerator Recovery Conveyor,[],WsFolder,,,,,,,,
IEAEINT7I42KMKXC,Y22W17,[],WsFolder,,,,,,,,
IEAEINT7I44LN5TS,Y22W34,[],WsFolder,,,,,,,,
IEAEINT7I43ENXGS,J313 - Hy Performance Valves FEA,['IEAEINT7I43ESRUA'],WsFolder,,KUAJVUPW,"['KUAMBT5J', 'KUALNZH6']",IEAEINT7JMCLXA5J,2022-06-07T16:31:34Z,2022-11-02,2022-10-02T20:19:44Z,2022-06-20
IEAEINT7I4Z7N2H2,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4Z7N2PB,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42PJVI2,J305 - Conveyor Bootend FEA,['IEAEINT7I42PJX5X'],WsFolder,,KUAJVUPW,['KUAJV4AW'],IEAEINT7JMCLXBBD,2022-04-28T15:00:55Z,,2022-05-23T21:14:06Z,
IEAEINT7I42BFM2G,Y22W15,[],WsFolder,,,,,,,,
IEAEINT7I42TTKMN,J307 - (ADM) Beak Aluminium Alloy Substitution,[],WsFolder,,,,,,,,
IEAEINT7I44MGXWQ,J333 - BLD065 Inspection,['IEAEINT7I44MG5FS'],WsFolder,,KUAJVUPW,['KUAJV4AW'],IEAEINT7JMCLXA5J,2022-08-23T15:44:53Z,2022-10-21,2022-11-09T04:30:51Z,
IEAEINT7I42FS66T,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42FS7AA,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4XWJLY3,J254 - OKA Cartridge,['IEAEINT7I4Y4UNI3'],WsFolder,,KUAJV4AW,['KUAJV4AW'],IEAEINT7JMCLXBBD,2021-11-17T22:52:26Z,,2022-04-11T23:21:35Z,
IEAEINT7I42HTLBH,J300 - 5Y Sfty Insp CVI Bldg Large BLD064 *SA*,['IEAEINT7I42HTMPD'],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXBAC,2022-04-14T20:38:11Z,,,
IEAEINT7I42HTMPD,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I4YTEAUJ,J218 - PMI & WIN Development,[],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2022-01-12T14:09:40Z,,2022-04-04T15:48:39Z,
IEAEINT7I42K3EH6,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42K3YER,Administrative,[],WsFolder,,,,,,,,
IEAEINT7I42PJX5X,J305 - (ADM) Conveyor Bootend FEA,[],WsFolder,,,,,,,,
IEAEINT7I42N2MYO,Y22W18,[],WsFolder,,,,,,,,
IEAEINT7I42FS37K,J301 - 5Y Sfty Insp SIM CVI MSF Meeting BLD501,['IEAEINT7I42FS7AA'],WsFolder,,KUAJVUPW,['KUAMBT5J'],IEAEINT7JMCLXA5J,2022-04-11T22:46:52Z,,2022-06-08T05:04:57Z,
IEAEINT7I4WLBI5M,J244 - Vehicle Braking Application,['IEAEINT7I43O4ZU4'],WsFolder,,KUAJVUPW,['KUAJVUPW'],IEAEINT7JMCLXA5J,2021-09-02T15:49:27Z,2021-10-21,2022-06-29T19:20:00Z,2021-09-01
IEAEINT7I42FS4CS,J301 - 5Y Sfty Insp SIM CVI MSF Office BLD500,['IEAEINT7I42FS66T'],WsFolder,,KUAJVUPW,['KUAMBT5J'],IEAEINT7JMCLXBAM,2022-04-11T22:47:02Z,,,
IEAEINT7I42FS355,J301 - 5Y Sfty Insp SIM CVI MSF First Aid BLD502,['IEAEINT7I42FS7AQ'],WsFolder,,KUAJVUPW,['KUAMBT5J'],IEAEINT7JMCLXBAM,2022-04-11T22:46:39Z,,,
IEAEINT7I42FS4F2,J301 - 5Y Sfty Insp SIM CVI Ablution BLD504,['IEAEINT7I42FS7DZ'],WsFolder,,KUAJVUPW,['KUAMBT5J'],IEAEINT7JMCLXBAM,2022-04-11T22:47:12Z,,,
IEAEINT7I42FS4JB,J301 - 5Y Sfty Insp SIM CVI MSF Comms BLD503,['IEAEINT7I42FS7BU'],WsFolder,,KUAJVUPW,['KUAMBT5J'],IEAEINT7JMCLXBAM,2022-04-11T22:47:32Z,,,
IEAEINT7I42QIH2W,J265 - (ADM) BHP 5Y Sfty Insp SIM CVI Fuel Fac,[],WsFolder,,,,,,,,
IEAEINT7I42QIKFZ,01. Field Inspection,[],RbFolder,,,,,,,,
IEAEINT7I4YQGGTC,J263 - (ADM) Hitachi ZX135US-5B 4WD,[],WsFolder,,,,,,,,
IEAEINT7I43O4K7M,Y22W27,[],WsFolder,,,,,,,,
IEAEINT7I42TTKIH,J307 - Beak Aluminium Alloy Substitution,['IEAEINT7I42TTKMN'],WsFolder,,KUAJVUPW,['KUAJV4AW'],IEAEINT7JMCLXA5J,2022-05-06T14:13:32Z,,2022-06-15T21:34:48Z,
IEAEINT7I42ZGWBA,Y22W21,[],WsFolder,,,,,,,,
IEAEINT7I425BAIC,Y22W22,[],WsFolder,,,,,,,,
